0.808,0.824,0.84,0.832
0.832,0.84,0.84,0.84
0.752,0.776,0.808,0.72
0.688,0.784,0.792,0.784
0.72,0.784,0.744,0.792
0.657303,0.775281,0.775281,0.769663
0.775281,0.775281,0.775281,0.775281
0.426966,0.674157,0.494382,0.342697
0.730337,0.735955,0.629213,0.685393
0.707865,0.730337,0.634831,0.679775
0.822526,0.880546,0.887372,0.890785
0.887372,0.890785,0.890785,0.890785
0.699659,0.802048,0.825939,0.542662
0.83959,0.83959,0.883959,0.825939
0.856655,0.836177,0.860068,0.843003
0.723647,0.732194,0.735043,0.735043
0.766382,0.769231,0.737892,0.737892
0.769231,0.789174,0.777778,0.774929
0.766382,0.780627,0.7151,0.698006
0.766382,0.777778,0.732194,0.68661
0.758389,0.747651,0.778523,0.777181
0.804027,0.804027,0.777181,0.777181
0.805369,0.801342,0.814765,0.824161
0.761074,0.744966,0.74094,0.75302
0.767785,0.755705,0.742282,0.742282
0.846154,0.884615,0.884615,0.884615
0.880342,0.880342,0.884615,0.884615
0.435897,0.858974,0.876068,0.17094
0.777778,0.790598,0.747863,0.782051
0.773504,0.782051,0.769231,0.786325
0.651163,0.813953,0.627907,0.813953
0.790698,0.813953,0.72093,0.697674
0.813953,0.860465,0.883721,0.883721
0.813953,0.860465,0.883721,0.837209
0.860465,0.883721,0.883721,0.837209
0.946903,0.946903,0.958702,0.961652
0.955752,0.961652,0.961652,0.961652
0.920354,0.943953,0.941003,0.946903
0.905605,0.920354,0.914454,0.914454
0.902655,0.914454,0.926254,0.932153
0.564145,0.606908,0.643092,0.636513
0.654605,0.644737,0.644737,0.644737
0.649671,0.651316,0.649671,0.652961
0.603618,0.560855,0.587171,0.595395
0.623355,0.549342,0.601974,0.603618
0.775229,0.790138,0.833716,0.833716
0.834862,0.833716,0.833716,0.833716
0.787844,0.788991,0.803899,0.819954
0.77867,0.75,0.769495,0.748853
0.775229,0.75,0.771789,0.74656
0.784456,0.78342,0.805181,0.805181
0.810363,0.809326,0.805181,0.805181
0.793782,0.790674,0.788601,0.80829
0.725389,0.733679,0.710881,0.744041
0.731606,0.732642,0.702591,0.749223
0.875,0.921875,0.90625,0.921875
0.921875,0.921875,0.921875,0.921875
0.703125,0.90625,0.875,0.921875
0.875,0.90625,0.890625,0.875
0.921875,0.921875,0.890625,0.875
0.814815,0.851852,0.814815,0.851852
0.851852,0.851852,0.851852,0.851852
0.555556,0.777778,0.740741,0.296296
0.851852,0.851852,0.777778,0.814815
0.888889,0.814815,0.777778,0.814815
0.621622,0.585586,0.576577,0.612613
0.63964,0.666667,0.567568,0.585586
0.612613,0.603604,0.603604,0.63964
0.630631,0.666667,0.684685,0.621622
0.621622,0.684685,0.693694,0.612613
0.904564,0.921162,0.93361,0.93361
0.93361,0.937759,0.93361,0.93361
0.883817,0.892116,0.896266,0.908714
0.875519,0.863071,0.863071,0.887967
0.887967,0.875519,0.854772,0.879668
0.866477,0.880682,0.886364,0.886364
0.894886,0.892045,0.886364,0.886364
0.832386,0.857955,0.849432,0.872159
0.829545,0.849432,0.826705,0.852273
0.840909,0.84375,0.829545,0.84375
0.742647,0.727941,0.665441,0.713235
0.720588,0.702206,0.665441,0.669118
0.761029,0.761029,0.727941,0.757353
0.698529,0.727941,0.654412,0.720588
0.705882,0.727941,0.636029,0.705882
0.72549,0.722222,0.754902,0.718954
0.77451,0.761438,0.754902,0.754902
0.781046,0.77451,0.761438,0.748366
0.754902,0.75817,0.718954,0.70915
0.77451,0.751634,0.732026,0.70915
0.679487,0.724359,0.75,0.711538
0.772436,0.769231,0.74359,0.746795
0.798077,0.785256,0.782051,0.788462
0.682692,0.682692,0.762821,0.730769
0.695513,0.698718,0.766026,0.737179
0.852861,0.86921,0.86921,0.86921
0.880109,0.877384,0.86921,0.86921
0.852861,0.86921,0.850136,0.855586
0.822888,0.844687,0.820163,0.844687
0.817439,0.831063,0.825613,0.847411
0.971545,0.977642,0.97561,0.973577
0.971545,0.977642,0.977642,0.977642
0.796748,0.96748,0.961382,0.957317
0.947154,0.971545,0.963415,0.963415
0.953252,0.971545,0.96748,0.95935
0.703704,0.740741,0.740741,0.740741
0.777778,0.777778,0.777778,0.777778
0.555556,0.814815,0.518519,0.814815
0.851852,0.777778,0.666667,0.777778
0.851852,0.777778,0.703704,0.814815
0.725926,0.785185,0.755556,0.748148
0.762963,0.748148,0.748148,0.748148
0.807407,0.851852,0.8,0.851852
0.696296,0.733333,0.725926,0.703704
0.703704,0.711111,0.688889,0.703704
0.697248,0.770642,0.66055,0.651376
0.761468,0.724771,0.66055,0.66055
0.816514,0.825688,0.788991,0.807339
0.688073,0.706422,0.669725,0.752294
0.706422,0.724771,0.669725,0.752294
0.897561,0.907317,0.921951,0.917073
0.921951,0.921951,0.921951,0.921951
0.482927,0.629268,0.84878,0.658537
0.868293,0.858537,0.84878,0.853659
0.873171,0.858537,0.843902,0.868293
0.641026,0.635897,0.533333,0.610256
0.702564,0.671795,0.579487,0.512821
0.671795,0.697436,0.682051,0.687179
0.594872,0.6,0.605128,0.594872
0.589744,0.6,0.6,0.579487
0.603239,0.587045,0.582996,0.591093
0.62753,0.631579,0.582996,0.574899
0.57085,0.558704,0.510121,0.558704
0.57085,0.615385,0.635628,0.562753
0.582996,0.59919,0.623482,0.546559
0.623529,0.629412,0.591176,0.655882
0.629412,0.641176,0.597059,0.608824
0.597059,0.585294,0.547059,0.617647
0.629412,0.647059,0.623529,0.641176
0.632353,0.629412,0.611765,0.644118
0.666667,0.666667,0.62963,0.407407
0.777778,0.777778,0.666667,0.62963
0.518519,0.851852,0.740741,0.888889
0.740741,0.740741,0.62963,0.703704
0.703704,0.740741,0.666667,0.666667
0.636364,0.757576,0.545455,0.757576
0.727273,0.606061,0.606061,0.515152
0.69697,0.727273,0.666667,0.818182
0.757576,0.818182,0.575758,0.727273
0.727273,0.787879,0.606061,0.818182
0.819176,0.818256,0.851659,0.851768
0.852526,0.852417,0.851768,0.851768
0.817768,0.821071,0.834443,0.839532
0.811434,0.8123,0.812138,0.82302
0.811163,0.812788,0.813004,0.822749
0.855132,0.854784,0.894325,0.894369
0.894369,0.894369,0.894369,0.894369
0.846745,0.845312,0.859694,0.886374
0.849353,0.845616,0.85587,0.884505
0.845833,0.844877,0.856175,0.88494
0.884563,0.884952,0.885147,0.885147
0.884855,0.884952,0.885147,0.885147
0.847284,0.837064,0.857894,0.87736
0.841542,0.83794,0.84417,0.877166
0.841055,0.840179,0.844754,0.877263
0.846639,0.846754,0.903648,0.903648
0.904106,0.904106,0.903648,0.903648
0.876577,0.882427,0.887933,0.895618
0.874857,0.87566,0.872448,0.877724
0.875545,0.87543,0.873824,0.87738
0.847464,0.847464,0.847581,0.847464
0.847581,0.847698,0.847464,0.847464
0.816933,0.818929,0.835369,0.839244
0.771724,0.779239,0.776891,0.792156
0.773603,0.774777,0.7783,0.793095
0.851515,0.85303,0.898485,0.9
0.895455,0.9,0.9,0.9
0.366667,0.804545,0.843939,0.140909
0.872727,0.878788,0.868182,0.865152
0.874242,0.868182,0.868182,0.862121
0.715909,0.715909,0.840909,0.846591
0.892045,0.846591,0.846591,0.846591
0.318182,0.761364,0.534091,0.278409
0.8125,0.835227,0.784091,0.806818
0.835227,0.840909,0.795455,0.8125
0.733333,0.755556,0.8,0.777778
0.8,0.8,0.8,0.8
0.777778,0.866667,0.888889,0.777778
0.777778,0.755556,0.755556,0.777778
0.755556,0.777778,0.777778,0.777778
0.688889,0.755556,0.8,0.755556
0.777778,0.777778,0.8,0.8
0.511111,0.622222,0.711111,0.711111
0.644444,0.688889,0.755556,0.666667
0.6,0.711111,0.711111,0.644444
0.6,0.65,0.6,0.7
0.75,0.45,0.5,0.55
0.7,0.75,0.75,0.55
0.65,0.6,0.65,0.55
0.65,0.6,0.6,0.7
0.859873,0.866242,0.898089,0.898089
0.89172,0.898089,0.898089,0.898089
0.522293,0.840764,0.847134,0.872611
0.789809,0.828025,0.834395,0.808917
0.789809,0.834395,0.853503,0.834395
0.684685,0.684685,0.72973,0.72973
0.738739,0.738739,0.72973,0.72973
0.657658,0.738739,0.747748,0.635135
0.702703,0.720721,0.693694,0.743243
0.716216,0.747748,0.675676,0.765766
0.703125,0.671875,0.667969,0.691406
0.699219,0.699219,0.664062,0.664062
0.722656,0.726562,0.722656,0.734375
0.699219,0.699219,0.679688,0.695312
0.675781,0.691406,0.679688,0.703125
0.815385,0.861538,0.861538,0.861538
0.876923,0.861538,0.861538,0.861538
0.692308,0.846154,0.892308,0.892308
0.8,0.784615,0.8,0.8
0.8,0.784615,0.830769,0.8
0.64,0.64,0.24,0.56
0.64,0.68,0.36,0.44
0.72,0.72,0.64,0.72
0.56,0.52,0.68,0.6
0.52,0.56,0.6,0.48
0.690476,0.690476,0.690476,0.642857
0.809524,0.738095,0.690476,0.809524
0.619048,0.809524,0.809524,0.833333
0.642857,0.690476,0.785714,0.714286
0.666667,0.690476,0.809524,0.738095
0.898601,0.910256,0.911422,0.910256
0.911422,0.911422,0.910256,0.910256
0.850816,0.862471,0.874126,0.888112
0.854312,0.857809,0.869464,0.858974
0.856643,0.868298,0.863636,0.867133
0.686916,0.654206,0.658879,0.668224
0.67757,0.686916,0.663551,0.663551
0.490654,0.490654,0.453271,0.616822
0.780374,0.724299,0.719626,0.668224
0.785047,0.728972,0.696262,0.672897
0.650655,0.659389,0.663755,0.646288
0.69869,0.68559,0.659389,0.659389
0.681223,0.681223,0.681223,0.694323
0.663755,0.69869,0.672489,0.672489
0.659389,0.663755,0.69869,0.681223
0.564103,0.666667,0.384615,0.666667
0.615385,0.435897,0.461538,0.384615
0.538462,0.615385,0.538462,0.589744
0.564103,0.641026,0.666667,0.538462
0.564103,0.589744,0.666667,0.564103
0.777778,0.722222,0.611111,0.666667
0.777778,0.722222,0.666667,0.666667
0.722222,0.888889,0.611111,0.777778
0.666667,0.777778,0.777778,0.777778
0.944444,0.777778,0.777778,0.777778
0.827273,0.845455,0.847727,0.831818
0.840909,0.838636,0.838636,0.838636
0.772727,0.815909,0.802273,0.788636
0.790909,0.843182,0.809091,0.8
0.793182,0.843182,0.804545,0.809091
0.779249,0.779249,0.845475,0.838852
0.845475,0.84989,0.847682,0.847682
0.834437,0.845475,0.834437,0.84106
0.796909,0.825607,0.785872,0.803532
0.790287,0.825607,0.790287,0.794702
0.911565,0.913265,0.75,0.634354
0.814626,0.792517,0.743197,0.743197
0.654762,0.664966,0.484694,0.62585
0.901361,0.909864,0.863946,0.731293
0.903061,0.908163,0.867347,0.734694
0.685185,0.691358,0.555556,0.697531
0.598765,0.617284,0.549383,0.54321
0.574074,0.648148,0.598765,0.598765
0.691358,0.703704,0.697531,0.728395
0.666667,0.703704,0.67284,0.728395
0.758621,0.827586,0.551724,0.689655
0.827586,0.827586,0.793103,0.413793
0.793103,0.793103,0.758621,0.827586
0.758621,0.793103,0.586207,0.689655
0.793103,0.758621,0.586207,0.689655